Model,TP,FN,FP,TN
M2-A6-B5-C7,721,279,203,797
M6-A4-B8-C6,437,563,386,614
M5-A9-B2-C5,679,321,137,863
M2-A9-B7-C12,927,73,429,571
M8-A11-B8-C2,855,145,504,496
M10-A2-B9-C10,933,67,570,430
M12-A6-B9-C2,753,247,105,895
M10-A7-B9-C1,322,678,236,764
M8-A2-B7-C1,878,122,414,586
M1-A7-B5-C11,281,719,24,976
M1-A2-B10-C6,987,13,854,146
M8-A5-B4-C3,953,47,886,114
M13-A10-B4-C7,641,359,216,784
M10-A5-B8-C11,909,91,104,896
M7-A7-B9-C7,999,1,996,4
M3-A10-B9-C1,997,3,422,578
M7-A1-B8-C9,221,779,54,946
M4-A11-B1-C2,314,686,226,774
M5-A3-B1-C11,558,442,514,486
M2-A6-B7-C7,873,127,838,162
M10-A5-B5-C3,668,332,214,786
M13-A7-B8-C9,997,3,996,4
M6-A3-B7-C4,988,12,930,70
M13-A4-B2-C12,607,393,505,495
M3-A2-B8-C2,357,643,320,680
M4-A3-B11-C10,958,42,940,60
M6-A3-B3-C7,567,433,302,698
M2-A2-B3-C2,601,399,559,441
M7-A6-B4-C10,727,273,542,458
M10-A3-B3-C2,736,264,422,578
M7-A8-B10-C10,904,96,891,109
M11-A6-B1-C4,885,115,816,184
M7-A6-B9-C2,981,19,914,86
M7-A8-B1-C8,856,144,443,557
M4-A5-B10-C11,904,96,193,807
M1-A3-B4-C9,961,39,869,131
M2-A6-B4-C12,578,422,69,931
M10-A7-B3-C9,724,276,287,713
M11-A8-B6-C1,979,21,948,52
M7-A9-B10-C2,976,24,900,100
M5-A8-B4-C2,879,121,812,188
M13-A10-B3-C7,987,13,109,891
M1-A1-B2-C9,957,43,898,102
M10-A2-B1-C9,454,546,58,942
M7-A7-B7-C1,609,391,393,607
M6-A2-B11-C8,693,307,230,770
M2-A4-B7-C5,998,2,402,598
M7-A11-B3-C6,958,42,653,347
M4-A11-B3-C1,835,165,797,203
M9-A3-B11-C3,986,14,914,86
M12-A5-B6-C2,856,144,700,300
M11-A7-B5-C8,823,177,804,196
M1-A7-B6-C9,963,37,944,56
M4-A8-B2-C9,465,535,273,727
M10-A9-B8-C7,529,471,389,611
M6-A7-B7-C10,724,276,561,439
M11-A3-B8-C9,939,61,623,377
M1-A11-B9-C3,405,595,287,713
M11-A2-B4-C10,164,836,96,904
M11-A9-B11-C5,94,906,58,942
M8-A11-B6-C9,933,67,866,134
M8-A10-B4-C4,995,5,258,742
M5-A5-B4-C10,751,249,707,293
M3-A8-B1-C7,918,82,418,582
M7-A1-B8-C7,564,436,357,643
M5-A2-B10-C6,506,494,338,662
M9-A3-B2-C1,407,593,93,907
M5-A11-B3-C6,951,49,771,229
M13-A10-B3-C11,545,455,173,827
M2-A3-B3-C4,798,202,500,500
M6-A10-B10-C12,806,194,765,235
M5-A7-B4-C12,771,229,193,807
M3-A9-B8-C9,999,1,993,7
M6-A11-B10-C1,690,310,361,639
M9-A4-B4-C9,887,113,878,122
M8-A6-B8-C3,815,185,578,422
M5-A11-B3-C10,234,766,43,957
M13-A3-B9-C9,537,463,378,622
M9-A9-B8-C12,995,5,993,7
M4-A3-B4-C3,957,43,862,138
M13-A11-B10-C3,859,141,422,578
M4-A3-B4-C11,609,391,566,434
M8-A7-B11-C9,639,361,298,702
M4-A4-B6-C8,840,160,25,975
M3-A9-B9-C6,398,602,168,832
M1-A1-B11-C8,930,70,782,218
M12-A1-B8-C10,819,181,496,504
M9-A3-B9-C3,735,265,526,474
M6-A3-B5-C11,375,625,124,876
M5-A5-B5-C2,970,30,613,387
M1-A3-B3-C10,957,43,938,62
M4-A11-B6-C4,743,257,566,434
M6-A3-B8-C12,966,34,940,60
M3-A5-B9-C12,928,72,839,161
M1-A1-B7-C11,871,129,822,178
M10-A9-B3-C8,766,234,563,437
M13-A4-B11-C9,793,207,429,571
M2-A8-B9-C5,576,424,445,555
M8-A2-B2-C10,745,255,444,556
M3-A2-B5-C1,516,484,372,628
M12-A9-B3-C11,960,40,888,112
M10-A8-B10-C4,947,53,694,306
M2-A10-B7-C3,546,454,331,669
M1-A2-B6-C1,815,185,641,359
M8-A8-B11-C9,736,264,434,566
M11-A2-B1-C5,616,384,67,933
M7-A6-B7-C4,975,25,799,201
M1-A3-B10-C1,672,328,511,489
M5-A8-B4-C3,967,33,907,93
M8-A5-B1-C2,550,450,311,689
M10-A10-B9-C12,651,349,573,427
M10-A7-B6-C10,930,70,843,157
M7-A5-B4-C6,956,44,936,64
M5-A3-B6-C4,926,74,890,110
M6-A11-B2-C4,917,83,832,168
M6-A10-B2-C9,725,275,606,394
M7-A11-B1-C1,577,423,512,488
M11-A1-B4-C6,627,373,504,496
M10-A11-B6-C9,931,69,785,215
M6-A2-B3-C11,898,102,756,244
M9-A5-B7-C6,960,40,885,115
M4-A10-B6-C12,552,448,108,892
M8-A7-B9-C7,93,907,7,993
M8-A5-B8-C10,961,39,789,211
M13-A4-B1-C1,921,79,636,364
M1-A5-B3-C8,975,25,876,124
M2-A10-B3-C2,766,234,396,604
M7-A10-B6-C3,858,142,378,622
M1-A9-B10-C10,940,60,354,646
M5-A3-B1-C6,939,61,353,647
M13-A10-B8-C12,831,169,514,486
M11-A5-B11-C3,516,484,509,491
M9-A2-B8-C9,899,101,478,522
M5-A8-B3-C7,692,308,634,366
M13-A3-B6-C11,817,183,768,232
M6-A5-B1-C12,905,95,880,120
M7-A10-B5-C9,970,30,433,567
M13-A10-B2-C6,873,127,17,983
M8-A11-B3-C5,762,238,425,575
M1-A7-B1-C2,833,167,582,418
M6-A7-B2-C2,822,178,180,820
M3-A7-B7-C8,997,3,500,500
M9-A10-B10-C2,241,759,196,804
M11-A4-B4-C3,910,90,395,605
M9-A10-B6-C11,418,582,407,593
M1-A11-B7-C3,910,90,589,411
M5-A11-B11-C1,642,358,262,738
M5-A2-B4-C11,932,68,773,227
M6-A8-B7-C5,709,291,663,337
M8-A10-B9-C12,909,91,858,142
M9-A3-B7-C4,554,446,488,512
M11-A6-B10-C8,971,29,951,49
M1-A5-B1-C3,465,535,105,895
M2-A7-B7-C3,963,37,943,57
M4-A4-B2-C1,947,53,273,727
M8-A4-B3-C3,969,31,709,291
M4-A6-B3-C9,388,612,234,766
M10-A8-B6-C4,935,65,775,225
M2-A1-B1-C10,961,39,924,76
M7-A9-B1-C7,296,704,234,766
M4-A11-B1-C6,949,51,404,596
M12-A5-B7-C12,567,433,536,464
M4-A3-B8-C6,248,752,157,843
M8-A2-B1-C5,983,17,819,181
M5-A7-B3-C3,650,350,322,678
M3-A11-B10-C5,862,138,693,307
M3-A1-B3-C6,871,129,772,228
M2-A11-B3-C11,234,766,154,846
M7-A8-B10-C1,867,133,807,193
M2-A9-B5-C3,965,35,948,52
M2-A6-B1-C7,970,30,398,602
M8-A11-B9-C5,981,19,158,842
M4-A4-B11-C4,586,414,563,437
M3-A5-B9-C4,935,65,824,176
M10-A10-B3-C3,916,84,543,457
M6-A8-B3-C8,817,183,447,553
M2-A8-B3-C11,773,227,385,615
M2-A5-B6-C3,946,54,560,440
M6-A1-B11-C2,727,273,528,472
M11-A8-B11-C6,694,306,632,368
M6-A2-B8-C10,982,18,515,485
M4-A3-B7-C12,979,21,888,112
M2-A4-B7-C8,993,7,695,305
M13-A6-B1-C7,810,190,297,703
M5-A5-B1-C8,579,421,277,723
M3-A1-B7-C3,544,456,39,961
M12-A6-B9-C8,718,282,654,346
M3-A9-B5-C2,520,480,331,669
M8-A3-B5-C10,865,135,833,167
M1-A5-B7-C9,989,11,56,944
M2-A4-B5-C4,789,211,506,494
M5-A7-B5-C2,905,95,807,193
M9-A3-B11-C8,964,36,962,38
M12-A4-B8-C12,921,79,814,186
M13-A3-B4-C5,961,39,828,172
M7-A1-B5-C10,951,49,785,215
M11-A2-B10-C3,378,622,345,655
M4-A11-B11-C1,864,136,745,255
M9-A4-B7-C6,981,19,976,24
M6-A7-B4-C4,698,302,650,350
M8-A6-B4-C11,901,99,812,188
M5-A6-B11-C9,861,139,593,407
M1-A5-B1-C12,993,7,990,10
M13-A11-B3-C8,175,825,52,948
M12-A8-B7-C11,589,411,579,421
M11-A5-B10-C9,921,79,865,135
M4-A9-B11-C4,768,232,681,319
M9-A4-B9-C9,649,351,478,522
M11-A6-B7-C5,757,243,45,955
M2-A11-B2-C8,581,419,342,658
M13-A9-B4-C3,868,132,770,230
M10-A6-B6-C8,992,8,969,31
M3-A6-B11-C8,861,139,612,388
M11-A1-B11-C2,835,165,138,862
M8-A2-B6-C4,856,144,60,940
M12-A3-B6-C1,953,47,691,309
M5-A1-B6-C4,831,169,827,173
M11-A2-B9-C10,496,504,168,832
M9-A11-B11-C1,353,647,31,969
M9-A4-B2-C4,995,5,982,18
M11-A9-B4-C5,925,75,903,97
M9-A7-B1-C8,556,444,405,595
M5-A11-B11-C10,139,861,107,893
M11-A10-B5-C5,654,346,196,804
M2-A6-B8-C12,510,490,398,602
M3-A3-B7-C3,978,22,772,228
M2-A2-B10-C9,957,43,867,133
M5-A9-B4-C9,939,61,142,858
M1-A2-B11-C9,632,368,300,700
M12-A11-B4-C4,858,142,808,192
M7-A5-B6-C12,993,7,328,672
M10-A11-B10-C8,149,851,21,979
M8-A9-B5-C9,970,30,765,235
M5-A4-B8-C12,788,212,604,396
M9-A6-B2-C4,902,98,411,589
M4-A1-B4-C12,865,135,863,137
M11-A5-B5-C1,643,357,599,401
M13-A4-B3-C1,829,171,595,405
M12-A10-B9-C4,968,32,823,177
M5-A2-B7-C5,274,726,94,906
M3-A5-B8-C9,741,259,138,862
M1-A7-B2-C7,122,878,45,955
M11-A4-B5-C11,303,697,148,852
M6-A2-B7-C5,994,6,838,162
M9-A5-B3-C9,881,119,859,141
M1-A5-B5-C2,971,29,491,509
M2-A4-B1-C7,672,328,110,890
M12-A8-B11-C7,984,16,637,363
M13-A2-B10-C10,886,114,884,116
M2-A4-B10-C12,886,114,755,245
M6-A8-B5-C8,988,12,966,34
M3-A8-B7-C9,475,525,65,935
M13-A8-B11-C8,523,477,493,507
M6-A6-B9-C5,734,266,668,332
M6-A4-B11-C4,923,77,643,357
M12-A2-B7-C3,992,8,803,197
M3-A11-B2-C3,853,147,658,342
M7-A7-B6-C1,989,11,979,21
M3-A2-B10-C6,653,347,649,351
M9-A4-B11-C8,822,178,532,468
M3-A8-B9-C1,919,81,432,568
M1-A7-B3-C10,915,85,386,614
M2-A3-B3-C3,773,227,637,363
M1-A8-B2-C10,958,42,939,61
M4-A8-B9-C4,713,287,648,352
M9-A6-B7-C12,778,222,645,355
M5-A3-B2-C1,853,147,777,223
M11-A7-B5-C6,840,160,782,218
M6-A1-B8-C8,965,35,707,293
M8-A4-B4-C7,702,298,106,894
M10-A4-B6-C6,651,349,632,368
M12-A1-B8-C9,564,436,392,608
M5-A1-B9-C6,881,119,40,960
M5-A11-B10-C5,523,477,446,554
M12-A4-B11-C2,838,162,368,632
M7-A10-B4-C7,988,12,490,510
M4-A11-B8-C12,216,784,122,878
M7-A4-B10-C5,580,420,432,568
M8-A5-B10-C4,790,210,657,343
M4-A6-B4-C3,975,25,929,71
M1-A9-B2-C8,696,304,241,759
M1-A11-B11-C7,382,618,202,798
M5-A2-B5-C1,988,12,936,64
M3-A1-B9-C11,671,329,63,937
M13-A4-B3-C10,966,34,875,125
M3-A9-B7-C2,919,81,669,331
M9-A4-B4-C3,457,543,44,956
M8-A11-B4-C3,921,79,886,114
M12-A11-B9-C9,825,175,84,916
M9-A11-B4-C9,651,349,565,435
M3-A11-B5-C7,791,209,621,379
M8-A7-B4-C11,752,248,669,331
M6-A7-B4-C6,527,473,92,908
M4-A2-B1-C2,836,164,111,889
M12-A5-B7-C8,957,43,85,915
M8-A6-B4-C3,856,144,399,601
M9-A11-B3-C7,477,523,351,649
M6-A1-B7-C1,713,287,618,382
M10-A8-B8-C8,821,179,665,335
M11-A9-B1-C2,990,10,677,323
M2-A2-B4-C8,537,463,422,578
M13-A9-B4-C10,934,66,833,167
M11-A4-B7-C9,968,32,25,975
M6-A5-B7-C5,659,341,627,373
M2-A5-B10-C5,721,279,150,850
M2-A2-B4-C5,958,42,688,312
M7-A1-B8-C11,964,36,915,85
M7-A6-B6-C1,757,243,655,345
M2-A5-B4-C9,940,60,827,173
M10-A9-B8-C9,766,234,548,452
M5-A7-B1-C9,985,15,933,67
M6-A7-B11-C5,501,499,390,610
M5-A2-B5-C11,896,104,887,113
M10-A8-B4-C5,995,5,457,543
M6-A10-B11-C1,834,166,256,744
M1-A11-B7-C9,377,623,99,901
M7-A3-B7-C10,642,358,472,528
M7-A10-B7-C1,816,184,743,257
M1-A2-B7-C9,751,249,284,716
M8-A10-B8-C9,794,206,628,372
M9-A6-B9-C4,791,209,277,723
M6-A3-B2-C11,348,652,121,879
M12-A2-B7-C1,571,429,261,739
M6-A4-B7-C1,638,362,625,375
M8-A7-B8-C12,952,48,891,109
M11-A8-B8-C11,857,143,326,674
M11-A8-B2-C1,912,88,736,264
M10-A3-B5-C5,830,170,582,418
M13-A8-B6-C4,967,33,953,47
M11-A4-B6-C4,225,775,87,913
M2-A6-B10-C7,931,69,549,451
M7-A6-B10-C9,993,7,537,463
M10-A3-B8-C2,856,144,366,634
M13-A2-B9-C5,622,378,365,635
M1-A5-B1-C8,797,203,638,362
M8-A2-B6-C2,972,28,914,86
M2-A1-B8-C11,770,230,350,650
M5-A5-B4-C3,453,547,385,615
M6-A1-B7-C12,858,142,263,737
M12-A10-B10-C8,586,414,567,433
M11-A11-B10-C3,863,137,620,380
M10-A8-B5-C11,973,27,939,61
M13-A1-B10-C5,626,374,570,430
M4-A6-B8-C6,973,27,508,492
M3-A6-B5-C2,188,812,134,866
M5-A9-B10-C11,933,67,621,379
M8-A4-B3-C9,984,16,969,31
M1-A3-B1-C11,943,57,291,709
M10-A9-B2-C11,929,71,871,129
M6-A4-B3-C7,729,271,129,871
M4-A8-B10-C12,694,306,113,887
M5-A8-B6-C6,592,408,131,869
M11-A11-B5-C4,852,148,606,394
M5-A6-B3-C5,975,25,749,251
M2-A4-B11-C2,425,575,405,595
M3-A9-B11-C8,763,237,691,309
M5-A6-B2-C4,918,82,520,480
M1-A2-B11-C12,999,1,992,8
M12-A8-B10-C2,563,437,485,515
M4-A1-B3-C12,948,52,486,514
M5-A8-B10-C9,934,66,614,386
M12-A11-B6-C4,965,35,430,570
M4-A8-B3-C2,995,5,934,66
M1-A4-B3-C8,933,67,387,613
M3-A10-B5-C1,994,6,969,31
M5-A2-B10-C9,739,261,538,462
M10-A9-B10-C12,791,209,783,217
M12-A3-B9-C7,850,150,596,404
M8-A9-B3-C9,852,148,843,157
M12-A8-B1-C12,988,12,906,94
M10-A11-B2-C6,963,37,836,164
M8-A11-B6-C2,643,357,562,438
M1-A9-B7-C3,433,567,393,607
M4-A2-B1-C4,868,132,49,951
M8-A9-B1-C4,482,518,142,858
M1-A3-B5-C6,705,295,107,893
M1-A9-B1-C6,846,154,697,303
M1-A8-B4-C1,699,301,93,907
M1-A10-B11-C1,940,60,7,993
M3-A7-B3-C1,470,530,175,825
M9-A8-B1-C9,764,236,340,660
M7-A4-B1-C2,978,22,920,80
M2-A4-B9-C5,912,88,796,204
M2-A8-B1-C3,856,144,815,185
M13-A5-B4-C12,610,390,339,661
M3-A8-B2-C6,936,64,854,146
M12-A9-B2-C2,613,387,251,749
M5-A8-B11-C6,615,385,91,909
M4-A5-B2-C7,977,23,966,34
M3-A6-B8-C12,653,347,549,451
M8-A9-B6-C6,993,7,537,463
M10-A3-B5-C12,977,23,853,147
M11-A4-B4-C8,610,390,159,841
M3-A10-B4-C8,924,76,573,427
M7-A7-B5-C1,988,12,971,29
M3-A1-B7-C1,985,15,930,70
M3-A4-B11-C3,906,94,387,613
M12-A10-B11-C1,990,10,987,13
M5-A4-B1-C7,362,638,51,949
M1-A10-B4-C11,962,38,952,48
M11-A6-B5-C1,893,107,720,280
M1-A1-B2-C8,633,367,165,835
M8-A8-B3-C11,997,3,979,21
M6-A5-B6-C6,361,639,38,962
M12-A9-B2-C11,725,275,681,319
M7-A11-B5-C8,926,74,805,195
M6-A8-B2-C11,932,68,862,138
M9-A1-B4-C5,596,404,551,449
M9-A5-B4-C2,579,421,63,937
M6-A7-B1-C11,999,1,996,4
M8-A11-B10-C4,753,247,167,833
M9-A6-B9-C9,805,195,786,214
M11-A3-B8-C5,367,633,339,661
M7-A2-B6-C3,594,406,479,521
M1-A2-B8-C4,946,54,924,76
M2-A7-B3-C10,933,67,432,568
M6-A5-B11-C10,915,85,857,143
M1-A10-B8-C7,887,113,714,286
M13-A8-B9-C6,760,240,417,583
M6-A11-B3-C10,970,30,934,66
M11-A2-B9-C1,812,188,49,951
M1-A4-B7-C8,598,402,328,672
M7-A1-B5-C7,921,79,601,399
M6-A10-B2-C11,935,65,735,265
M5-A5-B2-C5,903,97,829,171
M11-A5-B4-C2,576,424,115,885
M3-A11-B9-C9,551,449,400,600
M12-A7-B10-C7,901,99,624,376
M9-A9-B7-C4,637,363,572,428
M1-A10-B6-C12,948,52,612,388
M10-A1-B6-C10,398,602,329,671
M9-A10-B4-C7,890,110,359,641
M7-A4-B7-C12,914,86,820,180
M13-A7-B10-C6,710,290,530,470
M12-A6-B5-C9,716,284,436,564
M13-A5-B3-C3,539,461,502,498
M9-A6-B6-C4,595,405,442,558
M5-A9-B7-C6,643,357,304,696
M9-A7-B7-C9,491,509,257,743
M8-A11-B6-C10,918,82,859,141
M8-A5-B3-C7,303,697,296,704
M12-A1-B9-C7,966,34,791,209
M1-A10-B6-C8,900,100,627,373
M4-A7-B2-C1,713,287,626,374
M13-A1-B2-C4,958,42,872,128
M5-A9-B8-C5,981,19,904,96
M10-A11-B1-C10,832,168,318,682
M1-A4-B6-C8,878,122,641,359
M12-A5-B3-C9,864,136,824,176
M8-A3-B11-C6,750,250,536,464
M8-A11-B7-C2,985,15,358,642
M7-A7-B1-C12,578,422,338,662
M12-A5-B8-C9,603,397,426,574
M13-A6-B3-C1,901,99,843,157
M1-A7-B5-C10,366,634,308,692
M12-A7-B1-C9,646,354,436,564
M9-A6-B4-C2,987,13,922,78
M1-A8-B2-C8,462,538,459,541
M8-A1-B2-C8,352,648,79,921
M5-A5-B6-C8,913,87,826,174
M9-A4-B7-C12,958,42,741,259
M7-A7-B6-C6,993,7,953,47
M2-A8-B2-C3,890,110,781,219
M8-A3-B2-C2,855,145,203,797
M12-A8-B9-C6,924,76,49,951
M6-A9-B7-C1,601,399,571,429
M9-A2-B3-C12,923,77,828,172
M8-A5-B9-C5,783,217,735,265
M2-A3-B6-C3,798,202,187,813
M3-A5-B3-C7,578,422,196,804
M6-A11-B5-C10,707,293,60,940
M3-A5-B8-C1,491,509,6,994
M12-A9-B10-C12,988,12,904,96
M1-A4-B2-C10,608,392,537,463
M1-A9-B5-C4,750,250,711,289
M3-A2-B6-C5,630,370,426,574
M12-A11-B10-C6,897,103,857,143
M12-A5-B5-C5,298,702,92,908
M10-A9-B4-C9,575,425,398,602
M2-A2-B2-C8,351,649,207,793
M11-A6-B4-C12,703,297,393,607
M7-A10-B3-C12,893,107,888,112
M3-A5-B4-C1,753,247,726,274
M4-A11-B7-C12,948,52,889,111
M6-A4-B8-C1,860,140,65,935
M8-A1-B4-C12,884,116,864,136
M4-A6-B9-C7,701,299,286,714
M8-A8-B8-C7,588,412,209,791
M9-A11-B2-C3,579,421,189,811
M13-A5-B5-C4,930,70,855,145
M3-A7-B6-C10,870,130,846,154
M7-A1-B10-C5,456,544,43,957
M2-A3-B1-C10,967,33,952,48
M12-A6-B9-C6,495,505,474,526
M5-A7-B6-C1,999,1,837,163
M9-A2-B11-C3,908,92,861,139
M6-A4-B10-C5,742,258,647,353
M7-A6-B7-C2,363,637,264,736
M1-A5-B2-C7,772,228,758,242
M1-A5-B8-C2,760,240,70,930
M4-A11-B6-C7,566,434,388,612
M7-A4-B2-C6,837,163,810,190
M2-A8-B9-C11,419,581,316,684
M9-A9-B1-C10,310,690,216,784
M5-A3-B9-C9,957,43,946,54
M4-A1-B11-C3,988,12,914,86
M8-A1-B7-C6,700,300,410,590
M7-A5-B2-C12,308,692,55,945
M1-A10-B4-C3,978,22,971,29
M4-A11-B1-C8,454,546,95,905
M8-A6-B5-C11,870,130,785,215
M4-A3-B9-C9,817,183,718,282
M7-A1-B6-C4,960,40,620,380
M9-A8-B4-C7,841,159,727,273
M2-A11-B7-C11,951,49,589,411
M3-A6-B5-C3,787,213,548,452
M3-A4-B2-C11,364,636,216,784
M9-A4-B10-C5,857,143,95,905
M2-A4-B4-C7,988,12,775,225
M2-A5-B10-C7,921,79,408,592
M1-A2-B4-C7,866,134,443,557
M1-A10-B1-C12,780,220,320,680
M11-A9-B9-C2,972,28,819,181
M12-A7-B2-C5,805,195,469,531
M12-A5-B10-C3,694,306,493,507
M8-A4-B3-C1,815,185,507,493
M7-A9-B5-C4,991,9,923,77
M4-A2-B1-C7,956,44,806,194
M10-A6-B5-C9,899,101,716,284
M8-A1-B11-C2,608,392,210,790
M2-A3-B4-C6,674,326,314,686
M13-A7-B2-C10,924,76,697,303
M5-A1-B10-C5,570,430,29,971
M6-A8-B11-C5,660,340,567,433
M6-A9-B9-C2,995,5,989,11
M2-A11-B1-C2,973,27,64,936
M9-A5-B7-C7,992,8,992,8
M1-A3-B2-C5,782,218,261,739
M11-A6-B5-C3,584,416,215,785
M3-A10-B8-C9,536,464,346,654
M2-A4-B1-C3,180,820,163,837
M2-A10-B9-C9,715,285,359,641
M11-A3-B4-C10,263,737,247,753
M10-A2-B7-C3,981,19,950,50
M5-A8-B9-C6,826,174,583,417
M5-A8-B11-C10,951,49,653,347
M5-A4-B9-C6,634,366,446,554
M1-A6-B7-C11,941,59,38,962
M9-A6-B2-C1,426,574,36,964
M6-A10-B11-C12,830,170,568,432
M12-A1-B6-C4,718,282,662,338
M6-A1-B2-C9,428,572,363,637
M5-A8-B5-C11,764,236,646,354
M6-A6-B6-C6,347,653,268,732
M6-A10-B7-C11,957,43,752,248
M4-A4-B10-C9,913,87,775,225
M3-A2-B7-C8,953,47,619,381
M1-A1-B1-C7,661,339,545,455
M13-A1-B4-C4,728,272,148,852
M2-A2-B10-C2,962,38,797,203
M2-A8-B11-C1,946,54,370,630
M9-A9-B7-C1,245,755,12,988
M4-A2-B11-C6,939,61,875,125
M5-A9-B9-C10,909,91,734,266
M9-A11-B10-C6,645,355,316,684
M2-A11-B3-C2,881,119,847,153
M1-A1-B1-C2,825,175,272,728
M2-A3-B8-C11,577,423,212,788
M6-A9-B5-C9,617,383,599,401
M7-A2-B8-C12,747,253,653,347
M8-A5-B3-C12,401,599,213,787
M9-A6-B6-C9,972,28,915,85
M2-A3-B1-C5,953,47,929,71
M6-A9-B9-C7,675,325,275,725
M9-A2-B1-C5,894,106,555,445
M13-A1-B6-C1,899,101,499,501
M1-A3-B1-C5,989,11,228,772
M5-A3-B5-C5,224,776,109,891
M3-A9-B7-C1,955,45,921,79
M1-A4-B1-C3,467,533,175,825
M10-A9-B8-C4,587,413,333,667
M2-A7-B10-C9,870,130,821,179
M12-A9-B6-C8,951,49,724,276
M8-A4-B2-C11,947,53,929,71
M9-A9-B5-C6,813,187,87,913
M6-A4-B4-C9,386,614,106,894
M1-A7-B9-C10,868,132,377,623
M4-A9-B8-C7,974,26,899,101
M9-A1-B9-C7,909,91,880,120
M10-A8-B1-C1,747,253,102,898
M2-A10-B10-C7,779,221,69,931
M9-A5-B7-C12,951,49,856,144
M9-A4-B5-C11,994,6,915,85
M4-A10-B9-C2,994,6,820,180
M10-A9-B9-C5,856,144,741,259
M6-A8-B1-C4,561,439,302,698
M10-A8-B10-C6,857,143,758,242
M4-A10-B9-C4,510,490,363,637
M10-A6-B9-C5,873,127,750,250
M10-A1-B11-C6,469,531,169,831
M3-A1-B2-C8,992,8,978,22
M4-A1-B5-C3,913,87,239,761
M12-A9-B7-C10,957,43,869,131
M1-A10-B7-C11,746,254,116,884
M4-A7-B8-C10,524,476,402,598
M6-A5-B10-C5,893,107,232,768
M7-A9-B1-C5,297,703,94,906
M4-A6-B5-C2,910,90,348,652
M7-A9-B10-C8,931,69,930,70
M3-A1-B5-C4,616,384,543,457
M3-A5-B6-C7,942,58,777,223
M7-A4-B8-C5,391,609,239,761
M7-A2-B11-C2,974,26,836,164
M4-A10-B6-C9,956,44,934,66
M8-A10-B9-C9,759,241,325,675
M10-A6-B5-C12,923,77,567,433
M1-A8-B1-C7,433,567,218,782
M7-A2-B9-C12,138,862,11,989
M1-A6-B8-C3,844,156,44,956
M10-A5-B9-C7,347,653,202,798
M3-A6-B7-C9,987,13,974,26
M10-A4-B4-C7,633,367,300,700
M5-A11-B9-C11,837,163,300,700
M4-A2-B8-C10,985,15,965,35
M11-A7-B3-C2,310,690,42,958
M8-A7-B1-C4,847,153,173,827
M8-A9-B6-C11,791,209,467,533
M12-A4-B6-C4,831,169,509,491
M6-A3-B8-C6,978,22,948,52
M11-A11-B3-C9,810,190,751,249
M11-A3-B2-C4,902,98,842,158
M11-A6-B5-C9,673,327,336,664
M11-A11-B7-C5,687,313,384,616
M1-A6-B5-C6,805,195,507,493
M11-A9-B8-C8,312,688,259,741
M11-A2-B7-C11,986,14,701,299
M11-A7-B8-C8,977,23,432,568
M1-A2-B8-C11,962,38,932,68
M8-A2-B1-C10,873,127,48,952
M4-A2-B6-C1,488,512,315,685
M9-A11-B5-C4,938,62,887,113
M10-A2-B11-C7,220,780,170,830
M5-A3-B2-C4,756,244,710,290
M5-A10-B11-C1,947,53,939,61
M12-A7-B11-C4,685,315,386,614
M6-A6-B4-C8,783,217,734,266
M3-A6-B6-C3,789,211,10,990
M4-A8-B6-C9,443,557,402,598
M4-A3-B1-C4,606,394,177,823
M10-A11-B10-C6,495,505,377,623
M6-A8-B11-C4,528,472,358,642
M11-A5-B6-C10,929,71,892,108
M4-A3-B9-C8,969,31,914,86
M1-A10-B11-C4,770,230,592,408
M7-A6-B8-C6,975,25,144,856
M11-A8-B1-C4,621,379,525,475
M2-A5-B9-C11,969,31,638,362
M8-A2-B6-C1,610,390,150,850
M3-A9-B11-C3,771,229,726,274
M3-A5-B2-C12,578,422,219,781
M12-A4-B6-C12,930,70,568,432
M6-A11-B10-C2,410,590,373,627
M3-A10-B10-C11,937,63,632,368
M7-A4-B4-C1,994,6,939,61
M3-A7-B11-C8,452,548,3,997
M13-A11-B11-C10,777,223,311,689
M7-A7-B11-C1,626,374,519,481
M8-A9-B3-C10,981,19,896,104
M10-A1-B4-C1,409,591,257,743
M6-A10-B10-C8,692,308,394,606
M7-A10-B10-C8,919,81,828,172
M2-A8-B10-C10,847,153,604,396
M12-A6-B8-C11,937,63,816,184
M8-A10-B2-C7,771,229,366,634
M10-A3-B2-C11,908,92,746,254
M6-A7-B6-C12,300,700,138,862
M9-A8-B6-C9,920,80,110,890
M11-A4-B4-C12,976,24,273,727
M5-A7-B4-C5,538,462,171,829
M7-A4-B2-C1,602,398,211,789
M1-A1-B11-C6,613,387,197,803
M5-A7-B11-C11,766,234,424,576
M6-A10-B1-C5,988,12,953,47
M12-A4-B5-C3,355,645,182,818
M4-A5-B8-C5,947,53,315,685
M13-A1-B3-C8,688,312,509,491
M3-A4-B10-C6,950,50,950,50
M10-A7-B4-C11,958,42,417,583
M5-A4-B3-C7,839,161,550,450
M9-A8-B10-C7,966,34,936,64
M4-A8-B1-C10,335,665,223,777
M7-A11-B1-C7,585,415,18,982
M2-A8-B7-C2,814,186,620,380
M13-A4-B3-C9,955,45,598,402
M9-A7-B6-C7,744,256,162,838
M5-A4-B5-C11,592,408,368,632
M2-A10-B3-C3,481,519,481,519
M10-A8-B11-C5,887,113,770,230
M10-A2-B10-C7,964,36,944,56
